"房间号","诊室","日期","月","日","星期","专科","医生","放号数","预约数","总接诊数","线上空号数","线下加号数"
"9","诊室9","2026-01-16 00:00:00","1","16","星期五","内科","王丽丽","18","16","17","2","1"
"1","诊室1","2026-01-17 00:00:00","1","17","星期六","外科","庞茉","27","22","27","5","5"
"10","诊室10","2026-01-17 00:00:00","1","17","星期六","内科","王帅玉","27","23","19","4","-4"
"11","诊室11","2026-01-17 00:00:00","1","17","星期六","中兽医专科","庞海东","27","24","68","3","44"
"2","诊室2","2026-01-17 00:00:00","1","17","星期六","外科","胡瑭琦","27","25","29","2","4"
"201","诊室12","2026-01-17 00:00:00","1","17","星期六","眼科","刘玥","27","25","29","2","4"
"206","诊室13","2026-01-17 00:00:00","1","17","星期六","外科","郝逸冰","27","24","22","3","-2"
"207","诊室14","2026-01-17 00:00:00","1","17","星期六","猫科","黄薇","27","25","40","2","15"
"208","诊室15","2026-01-17 00:00:00","1","17","星期六","皮肤科","李娜","6","5","8","1","3"
"208","诊室15","2026-01-17 00:00:00","1","17","星期六","皮肤科","张迪","19","17","21","2","4"
"210","诊室17","2026-01-17 00:00:00","1","17","星期六","预防医学","雷舒婷","40","22","19","18","-3"
"211","诊室18","2026-01-17 00:00:00","1","17","星期六","预防医学","梁雾滢","32","13","12","19","-1"
"3","诊室3","2026-01-17 00:00:00","1","17","星期六","外科","薛琴","18","18","22","0","4"
"4","诊室4","2026-01-17 00:00:00","1","17","星期六","骨科","张彬","27","24","27","3","3"
"5","诊室5","2026-01-17 00:00:00","1","17","星期六","神经科","周雪影","27","22","25","5","3"
"6","诊室6","2026-01-17 00:00:00","1","17","星期六","内科","王璐","27","21","27","6","6"
"7","诊室7","2026-01-17 00:00:00","1","17","星期六","内科","王思莹","27","26","41","1","15"
"8","诊室8","2026-01-17 00:00:00","1","17","星期六","内科","杨文娟","27","23","25","4","2"
"9","诊室9","2026-01-17 00:00:00","1","17","星期六","肿瘤科","董军","27","26","32","1","6"
"1","诊室1","2026-01-18 00:00:00","1","18","星期日","外科","吕迪","27","16","16","11","0"
"10","诊室10","2026-01-18 00:00:00","1","18","星期日","内科","张海霞","27","21","19","6","-2"
"11","诊室11","2026-01-18 00:00:00","1","18","星期日","中兽医专科","胡宇声","40","36","59","4","23"
"2","诊室2","2026-01-18 00:00:00","1","18","星期日","外科","张晗","27","17","19","10","2"
"201","诊室12","2026-01-18 00:00:00","1","18","星期日","口腔科","郑栋强","27","25","29","2","4"
"207","诊室14","2026-01-18 00:00:00","1","18","星期日","猫科","张琼","27","22","27","5","5"
"208","诊室15","2026-01-18 00:00:00","1","18","星期日","皮肤科","刘钢","27","24","29","3","5"
"209","诊室16","2026-01-18 00:00:00","1","18","星期日","内科","刘波","27","25","23","2","-2"
"210","诊室17","2026-01-18 00:00:00","1","18","星期日","预防医学","林翔宇","40","11","11","29","0"
"211","诊室18","2026-01-18 00:00:00","1","18","星期日","预防医学","付钶钇","32","15","13","17","-2"
"3","诊室3","2026-01-18 00:00:00","1","18","星期日","外科","季玲西","27","20","16","7","-4"
"4","诊室4","2026-01-18 00:00:00","1","18","星期日","外科","汪艺玮","27","24","23","3","-1"
"5","诊室5","2026-01-18 00:00:00","1","18","星期日","神经科","阮丽","25","22","20","3","-2"
"6","诊室6","2026-01-18 00:00:00","1","18","星期日","内科","邝怡","27","21","24","6","3"
"7","诊室7","2026-01-18 00:00:00","1","18","星期日","内科","田一男","27","22","25","5","3"
"8","诊室8","2026-01-18 00:00:00","1","18","星期日","心脏科","肖园","27","23","28","4","5"
"9","诊室9","2026-01-18 00:00:00","1","18","星期日","肿瘤科","李祎宇","27","24","44","3","20"
"1","诊室1","2026-01-19 00:00:00","1","19","星期一","外科","胡瑭琦","27","23","29","4","6"
"10","诊室10","2026-01-19 00:00:00","1","19","星期一","中兽医专科","庞海东","18","15","42","3","27"
"11","诊室11","2026-01-19 00:00:00","1","19","星期一","中兽医专科","丛心宇","18","16","15","2","-1"
"2","诊室2","2026-01-19 00:00:00","1","19","星期一","外科","李慧","27","24","21","3","-3"
"201","诊室12","2026-01-19 00:00:00","1","19","星期一","外科","李艺","18","16","18","2","2"
"206","诊室13","2026-01-19 00:00:00","1","19","星期一","异宠专科","马文","8","8","10","0","2"
"207","诊室14","2026-01-19 00:00:00","1","19","星期一","内科","王丽丽","18","18","19","0","1"
"208","诊室15","2026-01-19 00:00:00","1","19","星期一","皮肤科","胡燕丽","27","24","26","3","2"
"209","诊室16","2026-01-19 00:00:00","1","19","星期一","内科","于咏兰","18","15","15","3","0"
"210","诊室17","2026-01-19 00:00:00","1","19","星期一","预防医学","尚德智","40","9","9","31","0"
"211","诊室18","2026-01-19 00:00:00","1","19","星期一","内科","刘小萍","18","15","28","3","13"
"3","诊室3","2026-01-19 00:00:00","1","19","星期一","外科","薛琴","18","16","19","2","3"
"4","诊室4","2026-01-19 00:00:00","1","19","星期一","骨科","袁占奎","17","17","23","0","6"
"5","诊室5","2026-01-19 00:00:00","1","19","星期一","神经科","高健","18","17","23","1","6"
"6","诊室6","2026-01-19 00:00:00","1","19","星期一","内科","张琼","27","19","27","8","8"
"7","诊室7","2026-01-19 00:00:00","1","19","星期一","内科","吴璇","18","17","19","1","2"
"8","诊室8","2026-01-19 00:00:00","1","19","星期一","心脏科","刘波","18","17","19","1","2"
"9","诊室9","2026-01-19 00:00:00","1","19","星期一","肿瘤科","彭雨佳","18","16","21","2","5"
"1","诊室1","2026-01-20 00:00:00","1","20","星期二","外科","石昊","18","14","12","4","-2"
"10","诊室10","2026-01-20 00:00:00","1","20","星期二","中兽医专科","庞海东","18","18","41","0","23"
"11","诊室11","2026-01-20 00:00:00","1","20","星期二","中兽医专科","林如莹","21","15","24","6","9"
"2","诊室2","2026-01-20 00:00:00","1","20","星期二","外科","孙晓磊","18","12","12","6","0"
"201","诊室12","2026-01-20 00:00:00","1","20","星期二","眼科","李晶","18","16","20","2","4"
"206","诊室13","2026-01-20 00:00:00","1","20","星期二","外科","郝逸冰","27","17","15","10","-2"
"207","诊室14","2026-01-20 00:00:00","1","20","星期二","内科","陈艳云","18","12","13","6","1"
"208","诊室15","2026-01-20 00:00:00","1","20","星期二","皮肤科","李娜","6","4","2","2","-2"
"208","诊室15","2026-01-20 00:00:00","1","20","星期二","皮肤科","林嘉宝","18","17","23","1","6"
"209","诊室16","2026-01-20 00:00:00","1","20","星期二","内科","俞峰","20","20","20","0","0"
"210","诊室17","2026-01-20 00:00:00","1","20","星期二","预防医学","黎倩岚","40","15","13","25","-2"
"211","诊室18","2026-01-20 00:00:00","1","20","星期二","内科","孙艳争","18","16","13","2","-3"
"3","诊室3","2026-01-20 00:00:00","1","20","星期二","外科","薛琴","18","14","13","4","-1"
"4","诊室4","2026-01-20 00:00:00","1","20","星期二","骨科","张彬","27","24","28","3","4"
"5","诊室5","2026-01-20 00:00:00","1","20","星期二","神经科","阮丽","16","15","16","1","1"
"6","诊室6","2026-01-20 00:00:00","1","20","星期二","内科","黄薇","27","20","32","7","12"
"7","诊室7","2026-01-20 00:00:00","1","20","星期二","内科","刘小萍","18","12","25","6","13"
"8","诊室8","2026-01-20 00:00:00","1","20","星期二","内科","陆梓杰","18","16","17","2","1"
"9","诊室9","2026-01-20 00:00:00","1","20","星期二","肿瘤科","彭雨佳","27","26","33","1","7"
"1","诊室1","2026-01-21 00:00:00","1","21","星期三","外科","吕迪","27","11","11","16","0"
"10","诊室10","2026-01-21 00:00:00","1","21","星期三","中兽医专科","庞海东","18","15","45","3","30"
"11","诊室11","2026-01-21 00:00:00","1","21","星期三","中兽医专科","向雅頔","18","17","18","1","1"
"2","诊室2","2026-01-21 00:00:00","1","21","星期三","外科","汪艺玮","27","17","19","10","2"
"201","诊室12","2026-01-21 00:00:00","1","21","星期三","口腔科","朱军","18","17","24","1","7"
"206","诊室13","2026-01-21 00:00:00","1","21","星期三","外科","李晶","18","18","23","0","5"
"207","诊室14","2026-01-21 00:00:00","1","21","星期三","猫科","王思莹","18","14","13","4","-1"
"208","诊室15","2026-01-21 00:00:00","1","21","星期三","皮肤科","何思婧","27","22","26","5","4"
"209","诊室16","2026-01-21 00:00:00","1","21","星期三","内科","俞峰","20","18","18","2","0"
"210","诊室17","2026-01-21 00:00:00","1","21","星期三","预防医学","林翔宇","40","23","23","17","0"
"211","诊室18","2026-01-21 00:00:00","1","21","星期三","内科","陈艳云","18","15","21","3","6"
"3","诊室3","2026-01-21 00:00:00","1","21","星期三","外科","薛琴","18","15","17","3","2"
"4","诊室4","2026-01-21 00:00:00","1","21","星期三","骨科","石磊","18","17","32","1","15"
"5","诊室5","2026-01-21 00:00:00","1","21","星期三","神经科","高健","18","17","24","1","7"
"6","诊室6","2026-01-21 00:00:00","1","21","星期三","内科","王璐","27","23","22","4","-1"
"7","诊室7","2026-01-21 00:00:00","1","21","星期三","内科","陆梓杰","18","17","20","1","3"
"8","诊室8","2026-01-21 00:00:00","1","21","星期三","内科","刘蕾","27","26","28","1","2"
"9","诊室9","2026-01-21 00:00:00","1","21","星期三","肿瘤科","李祎宇","18","16","26","2","10"
"1","诊室1","2026-01-22 00:00:00","1","22","星期四","外科","郑栋强","27","26","28","1","2"
"10","诊室10","2026-01-22 00:00:00","1","22","星期四","内科","丛心宇","18","18","19","0","1"
"11","诊室11","2026-01-22 00:00:00","1","22","星期四","中兽医专科","钟沅","20","17","18","3","1"
"2","诊室2","2026-01-22 00:00:00","1","22","星期四","外科","季玲西","18","15","12","3","-3"
"201","诊室12","2026-01-22 00:00:00","1","22","星期四","眼科","庞茉","18","16","18","2","2"
"206","诊室13","2026-01-22 00:00:00","1","22","星期四","外科","成安慰","18","17","19","1","2"
"207","诊室14","2026-01-22 00:00:00","1","22","星期四","猫科","杨文娟","18","18","16","0","-2"
"208","诊室15","2026-01-22 00:00:00","1","22","星期四","皮肤科","胡燕丽","27","24","30","3","6"
"209","诊室16","2026-01-22 00:00:00","1","22","星期四","内科","吕艳丽","18","16","17","2","1"
"210","诊室17","2026-01-22 00:00:00","1","22","星期四","预防医学","韩乐嘉宝","40","22","21","18","-1"
"211","诊室18","2026-01-22 00:00:00","1","22","星期四","内科","孙艳争","18","16","15","2","-1"
"3","诊室3","2026-01-22 00:00:00","1","22","星期四","外科","薛琴","18","16","19","2","3"
"4","诊室4","2026-01-22 00:00:00","1","22","星期四","骨科","张彬","18","16","19","2","3"
"5","诊室5","2026-01-22 00:00:00","1","22","星期四","神经科","张志轩","27","22","22","5","0"
"6","诊室6","2026-01-22 00:00:00","1","22","星期四","内科","黄薇","27","23","32","4","9"
"7","诊室7","2026-01-22 00:00:00","1","22","星期四","内科","刘小萍","18","12","24","6","12"
"8","诊室8","2026-01-22 00:00:00","1","22","星期四","内科","肖园","18","17","24","1","7"
"9","诊室9","2026-01-22 00:00:00","1","22","星期四","肿瘤科","李祎宇","27","26","33","1","7"
"1","诊室1","2026-01-23 00:00:00","1","23","星期五","外科","季玲西","27","23","18","4","-5"
"10","诊室10","2026-01-23 00:00:00","1","23","星期五","中兽医专科","向雅頔","18","12","13","6","1"
"11","诊室11","2026-01-23 00:00:00","1","23","星期五","中兽医专科","林如莹","21","18","21","3","3"
"2","诊室2","2026-01-23 00:00:00","1","23","星期五","外科","钟友刚","18","10","10","8","0"
"201","诊室12","2026-01-23 00:00:00","1","23","星期五","外科","刘玥","18","17","19","1","2"
"206","诊室13","2026-01-23 00:00:00","1","23","星期五","外科","张晗","18","12","10","6","-2"
"207","诊室14","2026-01-23 00:00:00","1","23","星期五","猫科","陈艳云","18","18","27","0","9"
"208","诊室15","2026-01-23 00:00:00","1","23","星期五","皮肤科","林嘉宝","27","24","27","3","3"
"209","诊室16","2026-01-23 00:00:00","1","23","星期五","内科","孙艳争","18","17","17","1","0"
"210","诊室17","2026-01-23 00:00:00","1","23","星期五","预防医学","裴颖","40","16","15","24","-1"
"211","诊室18","2026-01-23 00:00:00","1","23","星期五","内科","史婉婷","12","11","10","1","-1"
"3","诊室3","2026-01-23 00:00:00","1","23","星期五","外科","李慧","18","16","16","2","0"
"4","诊室4","2026-01-23 00:00:00","1","23","星期五","骨科","关珊","27","23","22","4","-1"
"5","诊室5","2026-01-23 00:00:00","1","23","星期五","神经科","周雪影","18","14","14","4","0"
"6","诊室6","2026-01-23 00:00:00","1","23","星期五","内科","张琼","27","23","31","4","8"
"7","诊室7","2026-01-23 00:00:00","1","23","星期五","内科","张海霞","18","16","18","2","2"
"8","诊室8","2026-01-23 00:00:00","1","23","星期五","内科","蒋玉洁","27","25","26","2","1"
"9","诊室9","2026-01-23 00:00:00","1","23","星期五","肿瘤科","王丽丽","18","15","19","3","4"
"1","诊室1","2026-01-24 00:00:00","1","24","星期六","外科","郝逸冰","27","21","23","6","2"
"10","诊室10","2026-01-24 00:00:00","1","24","星期六","内科","张海霞","27","25","23","2","-2"
"11","诊室11","2026-01-24 00:00:00","1","24","星期六","中兽医专科","庞海东","27","27","88","0","61"
"2","诊室2","2026-01-24 00:00:00","1","24","星期六","外科","吕迪","27","26","28","1","2"
"201","诊室12","2026-01-24 00:00:00","1","24","星期六","眼科","刘玥","27","26","31","1","5"
"206","诊室13","2026-01-24 00:00:00","1","24","星期六","外科","胡瑭琦","27","27","33","0","6"
"207","诊室14","2026-01-24 00:00:00","1","24","星期六","猫科","黄薇","27","24","36","3","12"
"208","诊室15","2026-01-24 00:00:00","1","24","星期六","皮肤科","李娜","6","6","9","0","3"
"208","诊室15","2026-01-24 00:00:00","1","24","星期六","皮肤科","张迪","19","17","26","2","9"
"209","诊室16","2026-01-24 00:00:00","1","24","星期六","内科","王帅玉","27","25","23","2","-2"
"210","诊室17","2026-01-24 00:00:00","1","24","星期六","预防医学","刘煜萱","40","27","26","13","-1"
"211","诊室18","2026-01-24 00:00:00","1","24","星期六","预防医学","王美磷","32","28","28","4","0"
"3","诊室3","2026-01-24 00:00:00","1","24","星期六","外科","薛琴","18","18","19","0","1"
"4","诊室4","2026-01-24 00:00:00","1","24","星期六","外科","李艺","27","26","28","1","2"
"5","诊室5","2026-01-24 00:00:00","1","24","星期六","神经科","周雪影","27","23","28","4","5"
"6","诊室6","2026-01-24 00:00:00","1","24","星期六","内科","王璐","27","24","29","3","5"
"7","诊室7","2026-01-24 00:00:00","1","24","星期六","内科","王思莹","27","24","30","3","6"
"8","诊室8","2026-01-24 00:00:00","1","24","星期六","心脏科","陆梓杰","27","26","34","1","8"
"9","诊室9","2026-01-24 00:00:00","1","24","星期六","肿瘤科","董军","27","26","34","1","8"
"1","诊室1","2026-01-25 00:00:00","1","25","星期日","外科","张晗","27","26","26","1","0"
"10","诊室10","2026-01-25 00:00:00","1","25","星期日","内科","杨文娟","27","21","18","6","-3"
"11","诊室11","2026-01-25 00:00:00","1","25","星期日","中兽医专科","胡宇声","40","38","65","2","27"
"2","诊室2","2026-01-25 00:00:00","1","25","星期日","外科","石昊","27","25","21","2","-4"
"201","诊室12","2026-01-25 00:00:00","1","25","星期日","口腔科","郑栋强","27","25","31","2","6"
"206","诊室13","2026-01-25 00:00:00","1","25","星期日","外科","庞茉","27","24","27","3","3"
"207","诊室14","2026-01-25 00:00:00","1","25","星期日","猫科","张琼","27","27","32","0","5"
"208","诊室15","2026-01-25 00:00:00","1","25","星期日","皮肤科","胡燕丽","19","17","19","2","2"
"210","诊室17","2026-01-25 00:00:00","1","25","星期日","预防医学","王安蕊","40","28","25","12","-3"
"211","诊室18","2026-01-25 00:00:00","1","25","星期日","预防医学","付钶钇","32","15","14","17","-1"
